price_category,price,ram,internal_memory,screen_size,screen_tech,refresh_rate,camera_main_resolution,camera_count,brand,screen_resolution_k,chip_model
Low,2250000.0,8.0,256,6.74,IPS LCD,90.0,32,1,Realme,HD,Tiger t612 8
Medium,4850000.0,8.0,256,6.67,AMOLED,120.0,50,2,Realme,HD,Dimensity 7050
Medium,4650000.0,8.0,256,6.7,AMOLED,120.0,50,2,Realme,HD,Snapdragon 6 gen 1
Medium,4850000.0,12.0,512,6.7,OLED,120.0,50,2,Realme,HD,Snapdragon 7
Medium,5050000.0,8.0,256,6.67,AMOLED,120.0,50,2,Realme,HD,Snapdragon 6 gen 4
Medium,7050000.0,12.0,256,6.83,AMOLED,120.0,50,2,Realme,HD,Snapdragon 7
Medium,3550000.0,4.0,128,6.5,IPS LCD,60.0,13,3,Realme,HD,Dimensity 720
Low,2550000.0,6.0,128,6.5,IPS LCD,120.0,48,3,Realme,HD,Dimensity 800
Medium,5250000.0,8.0,256,6.4,"Super AMOLED, 600 nits (peak)",60.0,48,4,Realme,HD,Dimensity 800
Medium,3650000.0,6.0,128,6.5,"IPS LCD, 90Hz, 600 nits",90.0,48,3,Realme,HD,Dimensity 700
Medium,4650000.0,8.0,256,6.6,IPS LCD,144.0,48,3,Realme,HD,Snapdragon 778g
Medium,3450000.0,8.0,128,6.5,IPS LCD,120.0,48,3,Realme,HD,Snapdragon 750g
Medium,5750000.0,8.0,256,6.43,Super AMOLED,120.0,64,3,Realme,HD,Dimensity 1100
Medium,5850000.0,8.0,128,6.43,Super AMOLED,120.0,64,3,Realme,HD,Snapdragon 768g
Medium,4450000.0,6.0,128,6.58,IPS LCD,90.0,13,2,Realme,HD,Dimensity 810
Medium,3450000.0,8.0,256,6.6,IPS LCD,120.0,50,3,Realme,HD,Snapdragon 695
Medium,3650000.0,8.0,256,6.62,AMOLED,120.0,64,3,Realme,HD,Snapdragon 870
Medium,3650000.0,4.0,128,6.3,IPS LCD,60.0,48,4,Realme,HD,Snapdragon 712
Medium,5150000.0,6.0,128,6.5,IPS LCD,60.0,13,2,Realme,HD,Dimensity 700
Medium,4750000.0,8.0,128,6.4,"Super AMOLED, 430 nits (typ), 600 nits (peak)",60.0,64,3,Realme,HD,Dimensity 800
Medium,7450000.0,12.0,256,6.6,IPS LCD,120.0,64,3,Realme,HD,Snapdragon 695
Medium,3650000.0,8.0,128,6.5,IPS LCD,60.0,13,3,Realme,HD,Dimensity 720
Low,2650000.0,8.0,256,6.72,IPS LCD,120.0,13,2,Realme,HD,Dimensity 6100
Medium,4950000.0,8.0,128,6.5,IPS LCD,90.0,48,4,Realme,HD,Dimensity 720
Low,2750000.0,8.0,256,6.67,IPS LCD,120.0,32,1,Realme,HD,Dimensity 6300
Medium,5150000.0,12.0,512,6.67,IPS LCD,120.0,50,1,Realme,HD,Dimensity 6300
Low,2950000.0,8.0,256,6.67,IPS LCD,120.0,32,1,Realme,HD,Dimensity 6300
Medium,4650000.0,6.0,64,6.4,Super AMOLED,60.0,64,4,Realme,HD,Snapdragon 730g
Medium,7450000.0,64.0,64,6.5,Super AMOLED,60.0,64,4,Realme,HD,Snapdragon 855
Medium,5450000.0,6.0,128,6.57,IPS LCD,120.0,48,4,Realme,HD,Snapdragon 765g
Medium,5000000.0,6.0,256,6.57,IPS LCD,120.0,64,4,Realme,HD,Snapdragon 765g
Medium,5750000.0,6.0,128,6.67,IPS LCD,120.0,64,4,Realme,HD,Snapdragon 765g
High,12050000.0,6.0,128,6.44,Super AMOLED,60.0,64,3,Realme,HD,Snapdragon 865
Medium,5450000.0,8.0,128,6.4,AMOLED,180.0,64,4,Realme,HD,Dimensity 800
Medium,6450000.0,8.0,256,6.55,Super AMOLED,120.0,64,4,Realme,HD,Dimensity 1000
Medium,3750000.0,4.0,64,6.53,AMOLED,60.0,48,2,Realme,HD,Snapdragon 710
Medium,3250000.0,4.0,64,6.3,IPS LCD,60.0,16,2,Realme,HD,Snapdragon 710
Low,2790000.0,4.0,128,6.7,IPS LCD,60.0,50,2,Samsung,HD,Helio G85
Medium,4190000.0,4.0,128,6.6,PLS TFT LCD,60.0,50,4,Samsung,HD,Exynos 850 8
Medium,4200000.0,4.0,128,6.6,IPS LCD,90.0,50,3,Samsung,HD,Dimensity 700
Medium,4290000.0,8.0,128,6.5,Super AMOLED,90.0,50,3,Samsung,HD,G9 9
Medium,4150000.0,4.0,128,6.6,IPS LCD,60.0,50,4,Samsung,HD,Snapdragon 695
Medium,3600000.0,4.0,128,6.6,PLS TFT LCD,90.0,50,4,Samsung,HD,Snapdragon 680
Medium,5390000.0,6.0,128,6.5,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1280 8
Medium,6490000.0,6.0,128,6.4,Super AMOLED,90.0,64,4,Samsung,HD,Helio G80
Medium,7290000.0,6.0,128,6.4,Super AMOLED,90.0,48,4,Samsung,HD,Exynos 1280 8
Medium,7090000.0,8.0,128,6.6,Super AMOLED,120.0,48,3,Samsung,HD,Dimensity 1080
Medium,6790000.0,8.0,128,6.6,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380
Medium,7990000.0,8.0,64,6.5,Super AMOLED,60.0,48,3,Samsung,HD,Exynos 9611 8
High,10990000.0,8.0,128,6.5,Super AMOLED,120.0,64,4,Samsung,HD,Snapdragon 778g
Medium,7890000.0,8.0,256,6.4,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380
Medium,7390000.0,8.0,128,6.4,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380
High,8490000.0,8.0,128,6.6,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1480 4
High,12990000.0,8.0,256,6.7,Super AMOLED Plus,120.0,108,4,Samsung,HD,Snapdragon 778g
Medium,4490000.0,4.0,128,6.6,PLS LCD,90.0,50,3,Samsung,HD,Exynos 1330
Medium,5890000.0,8.0,128,6.5,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1280
Premium,26990000.0,12.0,256,6.8,Dynamic AMOLED QHD+ Infinity-O,60.0,16,3,Samsung,FHD,Exynos 9825
High,13800000.0,8.0,256,6.3,Dynamic AMOLED FHD+ Infinity-O,60.0,16,3,Samsung,HD,Exynos 9825
Premium,32990000.0,12.0,256,6.9,Dynamic AMOLED,90.0,108,3,Samsung,FHD,Exynos 990
High,8800000.0,8.0,128,6.4,Dynamic AMOLED 2X,120.0,12,3,Samsung,HD,Exynos 2100
High,8110000.0,8.0,256,6.4,Dynamic AMOLED 2X,120.0,12,3,Samsung,HD,Exynos 2100
High,11690000.0,6.0,128,6.4,Dynamic AMOLED 2X,120.0,12,3,Samsung,HD,Exynos 2100
Premium,28990000.0,8.0,256,6.7,Dynamic AMOLED,60.0,64,3,Samsung,HD,Exynos 2100 8
Premium,25990000.0,8.0,128,6.7,Dynamic AMOLED,60.0,64,3,Samsung,HD,Exynos 2100 8
Premium,30990000.0,12.0,128,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,FHD,Exynos 2100 8
High,14790000.0,8.0,256,6.1,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 1
Premium,16990000.0,8.0,256,6.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 1
Premium,16990000.0,8.0,128,6.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 1
Premium,18990000.0,12.0,256,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,FHD,Snapdragon 8 gen 1
Premium,36990000.0,12.0,512,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,FHD,Snapdragon 8 gen 1
Premium,30990000.0,8.0,128,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,FHD,Snapdragon 8 gen 1
High,13790000.0,8.0,128,6.1,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 2
High,14890000.0,8.0,128,6.4,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Exynos 2200 8
Premium,19990000.0,8.0,256,6.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 2
Premium,22290000.0,12.0,512,6.8,Dynamic AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 2
Premium,19490000.0,8.0,256,6.8,Dynamic AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 2
Premium,24990000.0,8.0,256,6.1,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 2
Premium,21190000.0,12.0,512,6.7,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Exynos 2400
Premium,18990000.0,12.0,256,6.7,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Exynos 2400
Premium,44490000.0,12.0,1024,6.8,Dynamic AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 3
Premium,28590000.0,12.0,512,6.8,Dynamic AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 3
Premium,22990000.0,12.0,256,6.8,Dynamic AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 3
Premium,16790000.0,8.0,256,6.2,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Exynos 2400
Premium,24990000.0,8.0,128,6.7,Dynamic AMOLED 2X,120.0,12,2,Samsung,HD,Snapdragon 888
Premium,25990000.0,8.0,256,6.7,Dynamic AMOLED 2X,120.0,12,2,Samsung,HD,Snapdragon 8 gen 1
High,11190000.0,8.0,128,6.7,Dynamic AMOLED 2X,120.0,12,2,Samsung,HD,Snapdragon 8 gen 1
Premium,25990000.0,8.0,256,6.7,Dynamic AMOLED 2X,120.0,12,2,Samsung,HD,Snapdragon 8 gen 2
Premium,26990000.0,12.0,512,6.7,Dynamic AMOLED 2X,120.0,50,2,Samsung,HD,Snapdragon 8 gen 3
Premium,22490000.0,12.0,256,6.7,Dynamic AMOLED 2X,120.0,50,2,Samsung,HD,Snapdragon 8 gen 3
Premium,41990000.0,12.0,256,7.6,Dynamic AMOLED 2X,120.0,12,4,Samsung,FHD,Snapdragon 888
Premium,24490000.0,12.0,512,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 plus
Premium,27990000.0,12.0,256,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 2
Premium,29990000.0,12.0,512,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 2
Premium,45990000.0,12.0,1024,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 3
Premium,40990000.0,12.0,512,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 3
Premium,37990000.0,12.0,256,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 3
Low,2100000.0,2.0,32,6.5,PLS LCD,60.0,13,3,Samsung,HD,Helio p35
Low,1810000.0,2.0,32,6.5,PLS LCD,60.0,8,1,Samsung,HD,Sc9863a 8 
Low,2120000.0,8.0,128,6.5,PLS LCD,60.0,50,2,Samsung,HD,Helio p35
Low,2220000.0,4.0,128,6.5,PLS LCD,60.0,13,2,Samsung,HD,Helio p35
Low,2950000.0,4.0,128,6.5,PLS LCD,90.0,50,3,Samsung,HD,Exynos 850 8
Low,2750000.0,6.0,128,6.7,PLS LCD,60.0,50,3,Samsung,HD,Snapdragon 680
Low,2250000.0,6.0,128,6.7,PLS LCD,60.0,50,2,Samsung,HD,Helio G85
Medium,3450000.0,3.0,32,6.2,PLS LCD,60.0,13,2,Samsung,HD,Helio p22
Medium,3450000.0,6.0,128,6.5,IPS LCD,60.0,48,4,Samsung,HD,Helio p35
Low,2900000.0,4.0,64,6.5,"Super AMOLED, 90Hz",90.0,50,3,Samsung,HD,Dimensity 700
Medium,3050000.0,6.0,128,6.6,PLS LCD,60.0,50,4,Samsung,HD,Exynos 850 8
Medium,4360000.0,8.0,128,6.6,PLS LCD,90.0,50,3,Samsung,HD,Dimensity 700
Medium,4250000.0,8.0,128,6.5,Super AMOLED,90.0,50,3,Samsung,HD,Dimensity 6100 plus
Medium,4250000.0,8.0,256,6.5,Super AMOLED,90.0,50,3,Samsung,HD,Helio G99
Medium,5990000.0,8.0,256,6.7,Super AMOLED,90.0,50,3,Samsung,HD,Dimensity 6300
Medium,4790000.0,8.0,256,6.7,Super AMOLED,90.0,50,3,Samsung,HD,Helio G99
Low,2850000.0,3.0,32,6.5,IPS LCD,60.0,13,3,Samsung,HD,Snapdragon 450
Medium,4450000.0,6.0,128,6.4,Super AMOLED,90.0,48,4,Samsung,HD,Helio G80
Medium,4300000.0,8.0,128,6.6,PLS LCD,90.0,50,4,Samsung,HD,Snapdragon 680
Medium,4950000.0,8.0,256,6.7,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380 8
Medium,4500000.0,8.0,128,6.5,TFT LCD,60.0,48,4,Samsung,HD,Dimensity 720
Medium,5530000.0,8.0,256,6.4,Super AMOLED,90.0,48,4,Samsung,HD,Exynos 1280 5
Medium,7450000.0,8.0,256,6.6,Super AMOLED,120.0,48,3,Samsung,HD,Dimensity 1080
Medium,6950000.0,8.0,256,6.6,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380 8
Medium,6950000.0,12.0,256,6.7,Super AMOLED,120.0,50,3,Samsung,HD,Snapdragon 6 gen 3
Medium,3450000.0,6.0,128,6.4,Super AMOLED,60.0,48,3,Samsung,HD,Exynos 9611 8
High,10200000.0,8.0,256,6.5,Super AMOLED,120.0,64,4,Samsung,HD,Snapdragon 778g
Medium,7950000.0,8.0,128,6.5,Super AMOLED,120.0,64,4,Samsung,HD,Exynos 1280 8
Medium,6950000.0,8.0,256,6.4,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380 8
Medium,7950000.0,12.0,256,6.6,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1480 8
Medium,7850000.0,12.0,256,6.7,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1580 8
High,9250000.0,8.0,256,6.7,Super AMOLED+,120.0,108,4,Samsung,HD,Snapdragon 778g
High,14300000.0,6.0,128,6.7,"Dynamic AMOLED 2X, 120Hz",120.0,64,3,Samsung,FHD,Snapdragon 855
Medium,7050000.0,12.0,256,6.7,Super AMOLED+,120.0,50,3,Samsung,HD,Snapdragon 7 gen 1
High,8450000.0,8.0,256,6.7,Super AMOLED Plus,120.0,108,3,Samsung,HD,Exynos 1380 8
Medium,3700000.0,4.0,128,6.5,PLS IPS,90.0,48,4,Samsung,HD,Exynos 850 8
Medium,4990000.0,4.0,128,6.6,PLS LCD,90.0,50,3,Samsung,HD,Exynos 1330 8
Medium,4990000.0,8.0,256,6.5,Super AMOLED,90.0,50,3,Samsung,HD,Dimensity 6300
Medium,4300000.0,6.0,128,6.4,Super AMOLED,90.0,48,4,Samsung,HD,Helio G80
Medium,5350000.0,4.0,64,6.4,Super AMOLED,60.0,48,3,Samsung,HD,Exynos 9611
Medium,3700000.0,8.0,128,6.4,Super AMOLED,90.0,64,4,Samsung,HD,Helio G80
Medium,5550000.0,8.0,128,6.5,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1280 8
High,11990000.0,8.0,256,6.6,Super AMOLED,120.0,50,3,Samsung,HD,Exynos 1380 8
Medium,6950000.0,8.0,128,6.5,Super AMOLED,120.0,50,3,Samsung,HD,Snapdragon 888
Medium,5350000.0,8.0,128,6.7,Super AMOLED Plus,60.0,64,4,Samsung,HD,Snapdragon 730g
Medium,6450000.0,8.0,128,6.7,Super AMOLED Plus,120.0,64,3,Samsung,HD,Snapdragon 778g
Medium,4450000.0,8.0,256,6.7,Super AMOLED Plus,120.0,108,3,Samsung,HD,Exynos 1380 8
High,9950000.0,8.0,256,6.7,Super AMOLED Plus,120.0,50,3,Samsung,HD,Snapdragon 7 gen 1
Medium,6950000.0,8.0,256,6.5,Super AMOLED,120.0,12,3,Samsung,HD,Snapdragon 865
High,8450000.0,8.0,256,6.4,Dynamic AMOLED 2X,120.0,12,3,Samsung,HD,Exynos 2100 8
Premium,25450000.0,16.0,512,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,FHD,Exynos 2100 8
Premium,15650000.0,8.0,256,6.1,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 1
Premium,18450000.0,12.0,1024,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,FHD,Snapdragon 8 gen1
High,14450000.0,8.0,128,6.1,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 2
High,10950000.0,8.0,256,6.4,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Exynos 2200 8
Premium,17450000.0,8.0,512,6.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 gen 2
Premium,19250000.0,12.0,1024,6.8,Dynamic AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 2
Premium,16950000.0,8.0,512,6.2,Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,HD,Exynos 2400 10
Premium,16950000.0,8.0,512,6.7,Dynamic AMOLED 2X,120.0,50,3,Samsung,HD,Exynos 2400
Premium,18950000.0,12.0,512,6.7,Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,FHD,Exynos 2400 10
Premium,21950000.0,12.0,1024,6.8,Dynamic LTPO AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 gen 3
Premium,22950000.0,12.0,512,6.2,Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,HD,Snapdragon 8 e
Premium,24950000.0,12.0,128,6.7,Dynamic LTPO AMOLED 2X,120.0,200,2,Samsung,HD,Snapdragon 8 e
Premium,26950000.0,12.0,512,6.7,Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 e
Premium,25900000.0,12.0,1024,6.9,Dynamic LTPO AMOLED 2X,120.0,200,4,Samsung,FHD,Snapdragon 8 e
Medium,3450000.0,4.0,64,8.7,TFT LCD,60.0,8,1,Samsung,HD,Helio p22
High,14800000.0,8.0,512,6.7,Foldable Dynamic AMOLED 2X | Màn phụ: Super AMOLED,120.0,12,2,Samsung,HD,Snapdragon 8 gen 2
Premium,19950000.0,12.0,512,6.7,Foldable Dynamic LTPO AMOLED 2X | Màn phụ: Super AMOLED,120.0,50,2,Samsung,HD,Snapdragon 8 gen 3
Premium,24950000.0,12.0,512,6.7,Foldable Dynamic LTPO AMOLED 2X | Màn phụ: Super AMOLED,120.0,50,2,Samsung,HD,Exynos 2500
Premium,16950000.0,8.0,512,6.7,Foldable Dynamic LTPO AMOLED 2X | Màn phụ: Super AMOLED,120.0,12,2,Samsung,HD,Exynos 2400
Premium,27250000.0,12.0,1024,7.6,Chính: Foldable Dynamic AMOLED 2X | Phụ: Dynamic AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 2
Premium,35950000.0,12.0,1024,7.6,Chính: Foldable Dynamic LTPO AMOLED 2X | Phụ: Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,FHD,Snapdragon 8 gen 3
Premium,34450000.0,12.0,1024,7.6,Foldable Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,FHD,Exynos 2500
Premium,51250000.0,16.0,512,8.0,Màn trong: Foldable Dynamic LTPO AMOLED 2X | Màn ngoài: Dynamic LTPO AMOLED 2X,120.0,200,3,Samsung,FHD,Snapdragon 8 gen 3
Low,2950000.0,6.0,256,6.0,OLED,60.0,12,3,Sony,HD,Snapdragon 690
High,10150000.0,8.0,128,6.1,OLED,60.0,48,3,Sony,HD,Snapdragon 6 gen 1
High,11250000.0,8.0,128,6.1,OLED,60.0,48,3,Sony,HD,Snapdragon 695
Premium,16150000.0,12.0,512,6.5,OLED,120.0,12,4,Sony,FHD,Snapdragon 888
Premium,19950000.0,12.0,512,6.5,OLED,120.0,12,4,Sony,FHD,Snapdragon 8 gen 1
Premium,38550000.0,12.0,256,6.5,LTPO OLED,120.0,48,3,Sony,HD,Snapdragon 8 gen 3
Premium,18995000.0,8.0,512,6.1,OLED,120.0,12,3,Sony,HD,Snapdragon 8 gen 1
Premium,25950000.0,8.0,256,6.1,OLED,120.0,48,2,Sony,HD,Snapdragon 8 gen 2
Medium,4990000.0,8.0,256,6.78,AMOLED,120.0,50,2,Tecno,HD,Helio G99
Medium,3890000.0,8.0,256,6.78,LCD,120.0,50,1,Tecno,HD,Helio G99
Medium,3690000.0,8.0,128,6.78,LCD,60.0,50,1,Tecno,HD,Helio G99
Medium,3990000.0,8.0,128,6.78,LCD,120.0,50,1,Tecno,HD,Helio G99
Medium,5890000.0,8.0,256,6.78,AMOLED,120.0,108,1,Tecno,HD,G9 9 
Low,2890000.0,8.0,128,6.78,IPS LCD,60.0,50,1,Tecno,HD,Helio G88
Medium,3390000.0,8.0,256,6.78,AMOLED,120.0,108,2,Tecno,HD,Helio G99
Medium,3050000.0,8.0,128,6.56,IPS LCD,90.0,50,1,Tecno,HD,Helio G85
Medium,4690000.0,8.0,256,6.67,AMOLED,60.0,64,2,Tecno,HD,Helio G85
Medium,4950000.0,8.0,256,6.67,AMOLED,60.0,64,2,Tecno,HD,Helio G85
Medium,6490000.0,8.0,512,6.67,AMOLED,120.0,108,3,Tecno,HD,Dimensity 8050
Medium,5490000.0,8.0,256,6.67,AMOLED,120.0,64,2,Tecno,HD,Helio G99
Medium,3950000.0,8.0,256,6.78,AMOLED,120.0,50,2,Tecno,HD,Helio G100
Premium,15450000.0,8.0,256,6.9,Foldable LTPO AMOLED | Màn phụ: AMOLED,120.0,64,2,Tecno,HD,Dimensity 8050
Medium,7450000.0,8.0,256,6.6,AMOLED,90.0,64,3,Tecno,HD,Dimensity 9000
High,8550000.0,12.0,256,6.8,AMOLED,120.0,50,3,Tecno,HD,Dimensity 9000
Medium,4350000.0,6.0,128,6.9,IPS LCD,90.0,50,3,Tecno,HD,Helio G88
Medium,3850000.0,8.0,128,6.82,IPS LCD,90.0,50,1,Tecno,HD,Helio G99
Medium,4250000.0,8.0,256,6.66,AMOLED,90.0,50,1,Tecno,HD,Helio G99
Medium,3450000.0,8.0,256,6.78,IPS LCD,120.0,50,2,Tecno,HD,Helio G99
Medium,4650000.0,8.0,256,6.78,IPS LCD,120.0,50,2,Tecno,HD,Dimensity 6080
Medium,5650000.0,12.0,256,6.78,AMOLED,120.0,108,2,Tecno,HD,Helio G99
Medium,3950000.0,8.0,256,6.78,IPS LCD,120.0,50,1,Tecno,HD,Helio G99
Medium,3850000.0,8.0,256,6.67,IPS LCD,120.0,108,1,Tecno,HD,Dimensity 6300
Medium,6650000.0,12.0,256,6.78,AMOLED,120.0,108,3,Tecno,HD,Dimensity 6080
Medium,3450000.0,8.0,256,6.8,IPS LCD,90.0,50,1,Tecno,HD,Helio G88
Medium,3950000.0,8.0,128,6.8,IPS LCD,90.0,50,2,Tecno,HD,Helio G88
Low,2450000.0,8.0,128,6.6,IPS LCD,90.0,50,1,Tecno,HD,Mediatek 8 
Low,2250000.0,8.0,256,6.6,IPS LCD,90.0,50,2,Tecno,HD,Helio G85
Low,2550000.0,8.0,256,6.78,IPS LCD,120.0,108,2,Tecno,HD,Helio G99
Medium,4850000.0,8.0,256,6.78,IPS LCD,120.0,108,2,Tecno,HD,Dimensity 6080
Medium,3950000.0,8.0,256,6.78,AMOLED,120.0,108,2,Tecno,HD,Helio G99
Low,2250000.0,8.0,256,6.67,IPS LCD,120.0,50,1,Tecno,HD,Helio G81
Medium,3150000.0,8.0,256,6.78,IPS LCD,90.0,64,1,Tecno,HD,Helio G91 ULTRA
Medium,3550000.0,8.0,256,6.78,AMOLED,120.0,108,1,Tecno,HD,Helio G100
Low,2300000.0,4.0,64,6.52,IPS LCD,60.0,13,1,Tecno,HD,Helio a20
Low,2450000.0,4.0,64,6.6,IPS LCD,90.0,13,1,Tecno,HD,Tiger t606 8
Low,1890000.0,4.0,64,6.56,IPS LCD,60.0,13,1,Tecno,HD,Helio a22
Medium,5690000.0,8.0,128,6.44,AMOLED,90.0,64,3,Vivo,HD,Helio G99
Low,2990000.0,4.0,64,6.51,IPS LCD,60.0,8,1,Vivo,HD,Helio p35
Low,2990000.0,4.0,128,6.51,IPS LCD,60.0,13,2,Vivo,HD,Helio p35
Medium,4290000.0,4.0,128,6.55,IPS LCD,60.0,50,2,Vivo,HD,Snapdragon 680
Medium,4990000.0,8.0,128,6.64,IPS LCD,90.0,50,2,Vivo,HD,Snapdragon 680
High,13050000.0,12.0,512,6.78,AMOLED,120.0,50,3,Vivo,HD,Snapdragon 8 gen 1
High,12450000.0,16.0,1024,6.78,LTPO4 AMOLED,144.0,50,3,Vivo,FHD,Snapdragon 8 gen 2
High,10450000.0,16.0,128,6.78,LTPO4 AMOLED,144.0,50,3,Vivo,FHD,Snapdragon 8 gen 2
Premium,17350000.0,16.0,512,6.78,LTPO4 AMOLED,144.0,50,3,Vivo,FHD,Snapdragon 8 gen 2
High,12950000.0,16.0,1024,6.78,AMOLED,144.0,64,3,Vivo,HD,Snapdragon 8 gen 3
Premium,16850000.0,16.0,1024,6.78,AMOLED,144.0,64,3,Vivo,FHD,Snapdragon 8 gen 3
High,13250000.0,16.0,1024,6.82,LTPO 8T AMOLED,144.0,50,3,Vivo,FHD,Snapdragon 8 e
High,12100000.0,6.0,128,6.41,Super AMOLED,60.0,48,4,Vivo,HD,Snapdragon 865
High,13550000.0,12.0,256,6.56,"AMOLED capacitive touchscreen, 16M colors",120.0,50,3,Vivo,HD,Snapdragon 865
High,12450000.0,12.0,256,6.62,AMOLED,120.0,48,3,Vivo,HD,Snapdragon 888
High,10950000.0,12.0,256,6.56,"AMOLED, 120Hz, HDR10",120.0,50,3,Vivo,HD,Snapdragon 888
Premium,17950000.0,12.0,512,6.78,LTPO AMOLED,120.0,50,3,Vivo,FHD,Snapdragon 888
High,13450000.0,12.0,256,6.78,AMOLED,120.0,50,3,Vivo,HD,Snapdragon 8 gen 1
Premium,19450000.0,12.0,512,6.78,LTPO AMOLED,120.0,50,3,Vivo,FHD,Snapdragon 8 gen1
High,10450000.0,12.0,256,6.62,"AMOLED, 120Hz",120.0,48,3,Vivo,HD,Snapdragon 888
Medium,5050000.0,8.0,128,6.38,Super AMOLED,60.0,12,3,Vivo,HD,Snapdragon 845
Medium,7090000.0,12.0,256,6.78,AMOLED,144.0,50,2,Vivo,HD,Snapdragon 8
High,8950000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,HD,Dimensity 9400 plus
Medium,7750000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,HD,Snapdragon 8 gen 3
High,9850000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,HD,Dimensity 9400
High,8550000.0,16.0,1024,6.78,LTPO OLED,144.0,50,2,Vivo,HD,Snapdragon 8 e
High,12450000.0,16.0,1024,6.78,LTPO OLED,144.0,50,2,Vivo,FHD,Dimensity 9500
Medium,7550000.0,6.0,128,6.57,IPS LCD,144.0,48,3,Vivo,HD,Snapdragon 865
High,9450000.0,12.0,256,6.62,AMOLED,120.0,48,3,Vivo,HD,Snapdragon 888
Medium,7950000.0,12.0,256,6.67,IPS LCD,144.0,50,3,Vivo,HD,Snapdragon 870
Medium,7450000.0,12.0,256,6,OLED,120.0,48,3,Vivo,HD,Snapdragon 870
Medium,6750000.0,12.0,256,6.57,IPS LCD,144.0,48,3,Vivo,HD,Snapdragon 870
High,8450000.0,12.0,256,6.62,AMOLED,120.0,64,3,Vivo,HD,Snapdragon 8 gen 1
Medium,7450000.0,12.0,256,6.62,AMOLED,120.0,64,3,Vivo,HD,Snapdragon 870
